epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
31,78.6882,0.49437,0.9,1,0.26241,0.0011719,0.0011719,0.0011719
32,81.1652,0.08434,0.8,1,0.4514,0.0011554,0.0011554,0.0011554
33,83.569,0.16851,0.7,1,0.5146,0.00113889,0.00113889,0.00113889
34,86.1663,0.09709,0.7,1,0.52332,0.00112239,0.00112239,0.00112239
35,88.5649,0.10353,0.85,1,0.34785,0.00110589,0.00110589,0.00110589
36,91.01,0.4651,0.85,1,0.5035,0.00108938,0.00108938,0.00108938
37,93.3701,0.13937,0.85,1,0.56277,0.00107288,0.00107288,0.00107288
38,95.808,0.07492,0.85,1,0.65155,0.00105638,0.00105638,0.00105638
39,98.107,0.08832,0.85,1,0.66101,0.00103987,0.00103987,0.00103987
40,100.539,0.13046,0.8,1,0.65704,0.00102337,0.00102337,0.00102337
41,102.911,0.12502,0.8,1,0.62666,0.00100687,0.00100687,0.00100687
42,105.31,0.10458,0.8,1,0.67274,0.000990365,0.000990365,0.000990365
43,107.726,0.09948,0.8,1,0.68478,0.000973861,0.000973861,0.000973861
44,110.095,0.12481,0.8,1,0.8228,0.000957358,0.000957358,0.000957358
45,112.5,0.06159,0.85,1,0.90683,0.000940855,0.000940855,0.000940855
46,114.837,0.10104,0.8,1,0.69371,0.000924352,0.000924352,0.000924352
47,117.243,0.1213,0.8,1,0.6329,0.000907848,0.000907848,0.000907848
48,119.563,0.04391,0.85,1,0.52706,0.000891345,0.000891345,0.000891345
49,122.188,0.09091,0.85,1,0.5589,0.000874842,0.000874842,0.000874842
50,124.506,0.08763,0.8,1,0.63607,0.000858338,0.000858338,0.000858338
51,126.989,0.08117,0.8,1,0.68034,0.000841835,0.000841835,0.000841835
52,129.375,0.1068,0.8,1,0.71522,0.000825332,0.000825332,0.000825332
53,131.732,0.22881,0.85,1,0.67709,0.000808828,0.000808828,0.000808828
54,134.087,0.13256,0.9,1,0.32742,0.000792325,0.000792325,0.000792325
55,136.523,0.06652,0.9,1,0.24411,0.000775822,0.000775822,0.000775822
56,138.919,0.08835,0.9,1,0.23584,0.000759318,0.000759318,0.000759318
57,141.238,0.09303,0.9,1,0.23588,0.000742815,0.000742815,0.000742815
58,143.685,0.10794,0.95,1,0.22328,0.000726312,0.000726312,0.000726312
59,145.968,0.0579,0.9,1,0.22761,0.000709809,0.000709809,0.000709809
60,148.415,0.03439,0.85,1,0.289,0.000693305,0.000693305,0.000693305
61,150.723,0.10675,0.85,1,0.27631,0.000676802,0.000676802,0.000676802
62,153.142,0.08436,0.9,1,0.12892,0.000660299,0.000660299,0.000660299
63,155.509,0.05677,0.9,1,0.15435,0.000643795,0.000643795,0.000643795
64,158.043,0.03699,0.9,1,0.2156,0.000627292,0.000627292,0.000627292
65,160.312,0.15865,0.9,1,0.23248,0.000610789,0.000610789,0.000610789
66,162.774,0.1176,0.9,1,0.43428,0.000594286,0.000594286,0.000594286
67,165.041,0.0541,0.9,1,0.37799,0.000577782,0.000577782,0.000577782
68,167.544,0.07204,0.9,1,0.30608,0.000561279,0.000561279,0.000561279
69,169.841,0.14442,0.9,1,0.20199,0.000544776,0.000544776,0.000544776
70,172.226,0.06648,0.95,1,0.13409,0.000528272,0.000528272,0.000528272
71,174.616,0.05727,0.95,1,0.12588,0.000511769,0.000511769,0.000511769
72,177.008,0.0475,0.95,1,0.11391,0.000495266,0.000495266,0.000495266
73,179.409,0.12481,0.95,1,0.10364,0.000478762,0.000478762,0.000478762
74,181.751,0.05738,0.95,1,0.15362,0.000462259,0.000462259,0.000462259
75,184.189,0.02284,0.9,1,0.15298,0.000445756,0.000445756,0.000445756
76,186.552,0.07144,0.9,1,0.15261,0.000429253,0.000429253,0.000429253
77,189.048,0.04379,0.9,1,0.20152,0.000412749,0.000412749,0.000412749
78,191.424,0.05293,0.85,1,0.22121,0.000396246,0.000396246,0.000396246
79,193.819,0.03668,0.85,1,0.23319,0.000379743,0.000379743,0.000379743
80,196.171,0.06517,0.85,1,0.22401,0.000363239,0.000363239,0.000363239
81,198.601,0.03871,0.85,1,0.22064,0.000346736,0.000346736,0.000346736
82,200.986,0.02329,0.85,1,0.2057,0.000330233,0.000330233,0.000330233
83,203.327,0.05994,0.85,1,0.21078,0.000313729,0.000313729,0.000313729
84,205.78,0.0444,0.9,1,0.23577,0.000297226,0.000297226,0.000297226
85,208.135,0.08314,0.85,1,0.24529,0.000280723,0.000280723,0.000280723
86,210.563,0.03364,0.85,1,0.26806,0.00026422,0.00026422,0.00026422
87,212.875,0.04001,0.85,1,0.27642,0.000247716,0.000247716,0.000247716
88,215.361,0.04258,0.85,1,0.30912,0.000231213,0.000231213,0.000231213
89,217.734,0.1313,0.85,1,0.30806,0.00021471,0.00021471,0.00021471
90,220.189,0.03599,0.85,1,0.28541,0.000198206,0.000198206,0.000198206
91,222.605,0.01974,0.85,1,0.25729,0.000181703,0.000181703,0.000181703
92,225.018,0.14238,0.9,1,0.18503,0.0001652,0.0001652,0.0001652
93,227.366,0.0179,0.9,1,0.2138,0.000148696,0.000148696,0.000148696
94,229.793,0.04493,0.85,1,0.27933,0.000132193,0.000132193,0.000132193
95,232.15,0.01641,0.85,1,0.26938,0.00011569,0.00011569,0.00011569
96,234.737,0.01264,0.85,1,0.27336,9.91865e-05,9.91865e-05,9.91865e-05
97,237.061,0.04251,0.85,1,0.23965,8.26832e-05,8.26832e-05,8.26832e-05
98,239.579,0.02827,0.85,1,0.25251,6.61799e-05,6.61799e-05,6.61799e-05
99,241.88,0.02466,0.85,1,0.23582,4.96766e-05,4.96766e-05,4.96766e-05
100,244.148,0.04204,0.85,1,0.22849,3.31733e-05,3.31733e-05,3.31733e-05
